x,y,theta,normPosition,normAngle
22,24,15,2.65898,0
22,25,0,1,0
22,25,1,1.02695,0.00526089
22,25,2,36.065,0.006266
22,25,3,1.07341,0
22,25,4,1,0
22,25,5,2.65898,0
22,25,6,1.55588,0
22,25,7,1.14633,0
22,25,8,1,0
22,25,9,1.14634,0
22,25,10,1.55588,0
22,25,11,1.14634,0
22,25,12,1,0
22,25,13,1.14634,0
22,25,14,1.55588,0
22,25,15,2.37878,0
22,26,0,1,0
22,26,1,1.02576,0.00392309
22,26,2,35.1201,0.00546916
22,26,3,1.07341,0
22,26,4,1,0
22,26,5,2.65898,0
22,26,6,1.55588,0
22,26,7,1.14633,0
22,26,8,1,0
22,26,9,1.14634,0
22,26,10,1.55588,0
22,26,11,1.07343,0
22,26,12,1,0
22,26,13,1.07341,0
22,26,14,1.37556,0
22,26,15,2.65898,0
22,27,0,1,0
22,27,1,1.62795,0.00702423
22,27,2,1.26821,0.00271232
22,27,3,1.07341,0
22,27,4,1,0
22,27,5,2.65898,0
22,27,6,1.55588,0
22,27,7,1.14633,0
22,27,8,1,0
22,27,9,1.14634,0
22,27,10,1.55588,0
22,27,11,1.07343,0
22,27,12,1,0
22,27,13,1.07341,0
22,27,14,1.37556,0
22,27,15,2.65898,0
22,28,0,1,0
22,28,1,1.05584,0.003572
22,28,2,1.31185,0.00174012
22,28,3,1.14633,0
22,28,4,1,0
22,28,5,2.65898,0
22,28,6,1.55588,0
22,28,7,1.14633,0
22,28,8,1,0
22,28,9,1.14634,0
22,28,10,1.55588,0
22,28,11,1.07343,0
22,28,12,1,0
22,28,13,1.07341,0
22,28,14,1.37556,0
22,28,15,2.65898,0
22,29,0,1,0
22,29,1,1.15899,0.001041
22,29,2,1.34833,0.000889228
22,29,3,1.07341,0
22,29,4,1,0
22,29,5,2.65898,0
22,29,6,1.55588,0
22,29,7,1.14633,0
22,29,8,1,0
22,29,9,1.14634,0
22,29,10,1.55588,0
22,29,11,1.14634,0
22,29,12,1,0
22,29,13,1.14633,0
22,29,14,1.55588,0
22,29,15,2.65898,0
22,30,0,1,0
22,30,1,1.0518,0.00105711
22,30,2,1.54038,0.000729507
22,30,3,1.07341,0
22,30,4,1,0
22,30,5,2.65898,0
22,30,6,1.55588,0
22,30,7,1.14633,0
22,30,8,1,0
22,30,9,1.14634,0
22,30,10,1.55588,0
22,30,11,1.07343,0
22,30,12,1,0
22,30,13,1.07341,0
22,30,14,1.37556,0
22,30,15,2.65898,0
22,31,0,1,0
22,31,1,1.05022,0.000922367
22,31,2,1.15237,0.00169532
22,31,3,1.07341,0
22,31,4,1,0
22,31,5,2.65898,0
22,31,6,1.55588,0
22,31,7,1.14633,0
22,31,8,1,0
22,31,9,1.14634,0
22,31,10,1.55588,0
22,31,11,1.07343,0
22,31,12,1,0
22,31,13,1.07341,0
22,31,14,1.37556,0
22,31,15,2.65898,0
22,32,0,1.04575,1.49012e-06
22,32,1,1.08231,0.000479758
22,32,2,1.06727,0.00390134
22,32,3,1.14633,0
22,32,4,1,0
22,32,5,2.65898,0
22,32,6,1.55588,0
22,32,7,1.14633,0
22,32,8,1,0
22,32,9,1.14634,0
22,32,10,1.55588,0
22,32,11,1.07342,0
22,32,12,1,0
22,32,13,1.07341,0
22,32,14,1.37556,0
22,32,15,2.37878,0
22,33,0,1.20403,0.00366288
22,33,1,1.0952,0.000232129
22,33,2,0.784493,0.00654166
22,33,3,1.07341,0
22,33,4,1,0
22,33,5,2.65898,0
22,33,6,1.55588,0
22,33,7,1.14634,0
22,33,8,1,0
22,33,9,1.14635,0
22,33,10,1.55588,0
22,33,11,1.14634,0
22,33,12,1,0
22,33,13,1.14633,0
22,33,14,1.55588,0
22,33,15,1.17591,0
22,34,0,1.34193,0.00799693
22,34,1,1.0679,0.000258663
22,34,2,0.935304,0.00762888
22,34,3,1.07341,0
22,34,4,1,0
22,34,5,2.65898,0
22,34,6,1.55588,0
22,34,7,1.14634,0
22,34,8,1,0
22,34,9,1.14636,0
22,34,10,1.55588,0
22,34,11,1.07342,0
22,34,12,1,0
22,34,13,1.07341,0
22,34,14,1.37556,0
22,34,15,1.07344,0
22,35,0,1.42567,0.0099808
22,35,1,1.16481,0.000567806
22,35,2,1.03057,0.00501804
22,35,3,1.07341,0
22,35,4,1,0
22,35,5,2.65898,0
22,35,6,1.55588,0
22,35,7,1.14634,0
22,35,8,1,0
22,35,9,1.14636,0
22,35,10,1.55588,0
22,35,11,1.07342,0
22,35,12,1,0
22,35,13,1.07341,0
22,35,14,1.37556,0
22,35,15,1.07344,0
22,36,0,1.33751,0.00792985
22,36,1,1.03185,0.000824973
22,36,2,1.63842,0.00151996
22,36,3,1.14633,0
22,36,4,1,0
22,36,5,2.65898,0
22,36,6,1.55588,0
22,36,7,1.14634,0
22,36,8,1,0
22,36,9,1.14636,0
22,36,10,1.55588,0
22,36,11,1.07342,0
22,36,12,1,0
22,36,13,1.07341,0
22,36,14,1.37556,0
22,36,15,1.07344,0
22,37,0,1.06654,0.00154281
22,37,1,1.12352,0.00103045
22,37,2,2.26585,0.00900477
22,37,3,1.07341,0
22,37,4,1,0
22,37,5,2.65898,0
22,37,6,1.55588,0
22,37,7,1.14634,0
22,37,8,1,0
22,37,9,1.14636,0
22,37,10,1.55588,0
22,37,11,1.14634,0
22,37,12,1,0
22,37,13,1.14633,0
22,37,14,1.37556,0
22,37,15,1.07344,0
22,38,0,0.84231,0.00372719
22,38,1,1.12364,0.00100674
22,38,2,2.40332,0.0130428
22,38,3,1.07341,0
22,38,4,1,0
22,38,5,2.65898,0
22,38,6,1.55588,0
22,38,7,1.14634,0
22,38,8,1,0
22,38,9,1.14636,0
22,38,10,1.55588,0
22,38,11,1.07342,0
22,38,12,1,0
22,38,13,1.07341,0
22,38,14,1.55588,0
22,38,15,1.07344,0
22,39,0,0.736336,0.00620275
22,39,1,1.12802,0.000841649
22,39,2,2.33963,0.0118394
22,39,3,1.07341,0
22,39,4,1,0
22,39,5,2.65898,0
22,39,6,1.55588,0
22,39,7,1.14634,0
22,39,8,1,0
22,39,9,1.14635,0
22,39,10,1.55588,0
22,39,11,1.07342,0
22,39,12,1.05409,0
22,39,13,1.07341,0
22,39,14,1.37556,0
22,39,15,1.07343,0
22,40,0,28.3269,0.00540531
22,40,1,1.13578,0.000665676
22,40,2,1.99117,0.00756095
22,40,3,1.14633,0
22,40,4,1,0
22,40,5,2.65898,0
22,40,6,1.55588,0
22,40,7,1.14634,0
22,40,8,1,0
22,40,9,1.14636,0
22,40,10,1.55588,0
22,40,11,1.07342,0
22,40,12,1,0
22,40,13,1.07341,0
22,40,14,1.37556,0
22,40,15,1.07344,0
22,41,0,0.947075,0.00371849
22,41,1,1.14174,0.00085442
22,41,2,1.66786,0.003462
22,41,3,1.07341,0
22,41,4,1,0
22,41,5,2.65898,0
22,41,6,1.55588,0
22,41,7,1.14634,0
22,41,8,1,0
22,41,9,1.14635,0
22,41,10,1.55588,0
22,41,11,1.14634,0
22,41,12,1,0
22,41,13,1.14633,0
22,41,14,1.37556,0
22,41,15,1.07344,0
22,42,0,1.38539,0.00322772
22,42,1,1.14449,0.00145071
22,42,2,1.41624,0.00109419
22,42,3,1.07341,0
22,42,4,1,0
22,42,5,2.65898,0
22,42,6,1.55588,0
22,42,7,1.14634,0
22,42,8,1,0
22,42,9,1.14634,0
22,42,10,1.55588,0
22,42,11,1.07342,0
22,42,12,1,0
22,42,13,1.07341,0
22,42,14,1.55588,0
22,42,15,1.07344,0
22,43,0,1.39616,0.00481902
22,43,1,1.14216,0.00213955
22,43,2,1.56242,0.000211567
22,43,3,1.07341,0
22,43,4,1,0
22,43,5,2.65898,0
22,43,6,1.55588,0
22,43,7,1.14634,0
22,43,8,1,0
22,43,9,1.14634,0
22,43,10,1.55588,0
22,43,11,1.07342,0
22,43,12,1,0
22,43,13,1.07341,0
22,43,14,1.37556,0
22,43,15,1.07364,3.01018e-06
22,44,0,0.981361,0.00214291
22,44,1,1.13508,0.00258815
22,44,2,1.37635,1.81794e-05
22,44,3,1.14633,0
22,44,4,1,0
22,44,5,2.65898,0
22,44,6,1.55588,0
22,44,7,1.14634,0
22,44,8,1,0
22,44,9,1.14634,0
22,44,10,1.55588,0
22,44,11,1.07342,0
22,44,12,1,0
22,44,13,1.07341,0
22,44,14,1.37556,0
22,44,15,1.08195,0.000172187
22,45,0,1.39478,0.00238516
22,45,1,1.12155,0.00287965
22,45,2,1.37556,0
22,45,3,1.07341,0
22,45,4,1,0
22,45,5,2.65898,0
22,45,6,1.55588,0
22,45,7,1.14634,0
22,45,8,1,0
22,45,9,1.14634,0
22,45,10,1.55588,0
22,45,11,1.14634,0
22,45,12,1,0
22,45,13,1.14633,0
22,45,14,1.37556,0
22,45,15,1.21671,0.00109618
22,46,0,0.971783,0.00123992
22,46,1,35.8849,0.00395045
22,46,2,1.37556,0
22,46,3,1.07341,0
22,46,4,1,0
22,46,5,2.65898,0
22,46,6,1.55588,0
22,46,7,1.14634,0
22,46,8,1,0
22,46,9,1.14634,0
22,46,10,1.55588,0
22,46,11,1.07342,0
22,46,12,1,0
22,46,13,1.07341,0
22,46,14,1.55588,0
22,46,15,1.30524,0.00337785
22,47,0,0.975624,0.000994116
22,47,1,0.882014,0.00393369
22,47,2,1.55588,0
22,47,3,1.07341,0
22,47,4,1,0
22,47,5,2.65898,0
22,47,6,1.55588,0
22,47,7,1.14634,0
22,47,8,1,0
22,47,9,1.14634,0
22,47,10,1.55588,0
22,47,11,1.07342,0
22,47,12,1,0
22,47,13,1.07341,0
22,47,14,1.37556,0
22,47,15,1.48632,0.00683398
22,48,0,0.983097,0.000678686
22,48,1,0.739104,0.00528126
22,48,2,1.37556,0
22,48,3,1.14633,0
22,48,4,1,0
22,48,5,2.65898,0
22,48,6,1.55588,0
22,48,7,1.14634,0
22,48,8,1,0
22,48,9,1.14634,0
22,48,10,1.55588,0
22,48,11,1.07342,0
22,48,12,1,0
22,48,13,1.07341,0
22,48,14,1.37556,0
22,48,15,1.60738,0.00948104
22,49,0,0.992409,0.000291036
22,49,1,0.790755,0.00601601
22,49,2,1.37556,0
22,49,3,1.07341,0
22,49,4,1,0
22,49,5,2.65898,0
22,49,6,1.55588,0
22,49,7,1.14634,0
22,49,8,1,0
22,49,9,1.14634,0
22,49,10,1.55588,0
22,49,11,1.0041,0
22,49,12,1,0
22,49,13,1.14633,0
22,49,14,1.37556,0
22,49,15,1.57208,0.00892371
22,50,0,0.99765,0
22,50,1,0.84012,0.0048092
22,50,2,1.37556,0
22,50,3,1.07341,0
22,50,4,1,0
22,50,5,2.08861,0
22,50,6,1.55588,0
22,50,7,1.14634,0
22,50,8,1,0
22,50,9,1.14634,0
22,50,10,1.55588,0
22,50,11,1.33951,0
22,50,12,1,0
22,50,13,1.07341,0
22,50,14,1.55588,0
22,50,15,1.28561,0.00458929
22,51,0,1,0
22,51,1,1.01296,0.001021
22,51,2,1.55588,0
22,51,3,1.07341,0
22,51,4,1,0
22,51,5,1.33952,0
22,51,6,1.55588,0
22,51,7,1.14634,0
22,51,8,1,0
22,51,9,1.14634,0
22,51,10,1.55588,0
22,51,11,2.0886,0
22,51,12,1,0
22,51,13,1.07341,0
22,51,14,1.37556,0
22,51,15,1.01331,0.00102098
22,52,0,0.99765,0
22,52,1,1.28573,0.00458928
22,52,2,1.37556,0
22,52,3,1.14633,0
22,52,4,1,0
22,52,5,1.0041,0
22,52,6,1.55588,0
22,52,7,1.14634,0
22,52,8,1,0
22,52,9,1.14634,0
22,52,10,1.55588,0
22,52,11,2.65897,0
22,52,12,1,0
22,52,13,1.07341,0
22,52,14,1.37556,0
22,52,15,0.84044,0.00480925
22,53,0,0.992409,0.000291036
22,53,1,1.57223,0.00892366
22,53,2,1.37556,0
22,53,3,1.07341,0
22,53,4,1,0
22,53,5,1.07342,0
22,53,6,1.55588,0
22,53,7,1.14634,0
22,53,8,1,0
22,53,9,1.14634,0
22,53,10,1.55588,0
22,53,11,2.65897,0
22,53,12,1,0
22,53,13,1.14633,0
22,53,14,1.37556,0
22,53,15,0.790569,0.00601603
22,54,0,0.983097,0.000678686
22,54,1,1.60708,0.0094811
22,54,2,1.37556,0
22,54,3,1.07341,0
22,54,4,1,0
22,54,5,1.07342,0
22,54,6,1.55588,0
22,54,7,1.14634,0
22,54,8,1,0
22,54,9,1.14634,0
22,54,10,1.55588,0
22,54,11,2.65897,0
22,54,12,1,0
22,54,13,1.07341,0
22,54,14,1.55588,0
22,54,15,0.738976,0.00528124
22,55,0,0.975624,0.000994116
22,55,1,1.48623,0.00683396
22,55,2,1.55588,0
22,55,3,1.07341,0
22,55,4,1,0
22,55,5,1.07342,0
22,55,6,1.55588,0
22,55,7,1.14634,0
22,55,8,1,0
22,55,9,1.14634,0
22,55,10,1.55588,0
22,55,11,2.65897,0
22,55,12,1,0
22,55,13,1.07341,0
22,55,14,1.37556,0
22,55,15,0.882293,0.0039337
22,56,0,0.971783,0.00123993
22,56,1,1.30529,0.00337795
22,56,2,1.37556,0
22,56,3,1.14633,0
22,56,4,1,0
22,56,5,1.14634,0
22,56,6,1.55588,0
22,56,7,1.14636,0
22,56,8,1,0
22,56,9,1.14634,0
22,56,10,1.55588,0
22,56,11,2.65897,0
22,56,12,1,0
22,56,13,1.07341,0
22,56,14,1.37556,0
22,56,15,35.8849,0.00395045
22,57,0,1.39478,0.00238516
22,57,1,1.21704,0.00109615
22,57,2,1.37556,0
22,57,3,1.07341,0
22,57,4,1,0
22,57,5,1.07342,0
22,57,6,1.55588,0
22,57,7,1.14637,0
22,57,8,1,0
22,57,9,1.14634,0
22,57,10,1.55588,0
22,57,11,2.65897,0
22,57,12,1,0
22,57,13,1.14633,0
22,57,14,1.37556,0
22,57,15,1.12155,0.00287965
22,58,0,0.981361,0.00214291
22,58,1,1.08253,0.000172146
22,58,2,1.37556,0
22,58,3,1.07341,0
22,58,4,1,0
22,58,5,1.07342,0
22,58,6,1.55588,0
22,58,7,1.14637,0
22,58,8,1,0
22,58,9,1.14634,0
22,58,10,1.55588,0
22,58,11,2.65897,0
22,58,12,1,0
22,58,13,1.07341,0
22,58,14,1.55662,1.81794e-05
22,58,15,1.13508,0.00258815
22,59,0,1.39616,0.00481902
22,59,1,1.07346,3.01018e-06
22,59,2,1.55588,0
22,59,3,1.07341,0
22,59,4,1,0
22,59,5,1.07342,0
22,59,6,1.55588,0
22,59,7,1.14637,0
22,59,8,1,0
22,59,9,1.14634,0
22,59,10,1.55588,0
22,59,11,2.65897,0
22,59,12,1,0
22,59,13,1.07341,0
22,59,14,1.38319,0.000211567
22,59,15,1.14216,0.00213955
22,60,0,1.38539,0.00322772
22,60,1,1.07346,0
22,60,2,1.37556,0
22,60,3,1.14633,0
22,60,4,1,0
22,60,5,1.14634,0
22,60,6,1.55588,0
22,60,7,1.14637,0
22,60,8,1,0
22,60,9,1.14634,0
22,60,10,1.55588,0
22,60,11,2.65897,0
22,60,12,1,0
22,60,13,1.07341,0
22,60,14,1.41733,0.00109419
22,60,15,1.14449,0.00145071
22,61,0,0.947075,0.00371849
22,61,1,1.07346,0
22,61,2,1.37556,0
22,61,3,1.07341,0
22,61,4,1,0
22,61,5,1.07342,0
22,61,6,1.55588,0
22,61,7,1.14637,0
22,61,8,1,0
22,61,9,1.14634,0
22,61,10,1.55588,0
22,61,11,2.65897,0
22,61,12,1,0
22,61,13,1.14633,0
22,61,14,1.67965,0.00346203
22,61,15,1.14174,0.00085442
22,62,0,28.3269,0.0054053
22,62,1,1.07346,0
22,62,2,1.37556,0
22,62,3,1.07341,0
22,62,4,1,0
22,62,5,1.07342,0
22,62,6,1.55588,0
22,62,7,1.14637,0
22,62,8,1,0
22,62,9,1.14634,0
22,62,10,1.55588,0
22,62,11,2.65897,0
22,62,12,1,0
22,62,13,1.07341,0
22,62,14,2.00001,0.00756095
22,62,15,1.13578,0.000665676
22,63,0,0.736336,0.00620275
22,63,1,1.07346,0
22,63,2,1.55588,0
22,63,3,1.07341,0
22,63,4,1,0
22,63,5,1.07342,0
22,63,6,1.55588,0
22,63,7,1.14637,0
22,63,8,1,0
22,63,9,1.14634,0
22,63,10,1.55588,0
22,63,11,2.65897,0
22,63,12,1,0
22,63,13,1.07341,0
22,63,14,2.51865,0.0118394
22,63,15,1.12802,0.000841668
22,64,0,0.84231,0.00372719
22,64,1,1.07346,0
22,64,2,1.37556,0
22,64,3,1.14633,0
22,64,4,1,0
22,64,5,1.14634,0
22,64,6,1.55588,0
22,64,7,1.14637,0
22,64,8,1,0
22,64,9,1.14634,0
22,64,10,1.55588,0
22,64,11,2.65897,0
22,64,12,1,0
22,64,13,1.07341,0
22,64,14,2.41581,0.0130428
22,64,15,1.12364,0.00100673
22,65,0,1.06632,0.00154284
22,65,1,1.07343,0
22,65,2,1.37556,0
22,65,3,1.07341,0
22,65,4,1,0
22,65,5,1.07342,0
22,65,6,1.55588,0
22,65,7,1.14635,0
22,65,8,1,0
22,65,9,1.14632,0
22,65,10,1.55588,0
22,65,11,2.65897,0
22,65,12,1,0
22,65,13,1.14633,0
22,65,14,2.28224,0.00900468
22,65,15,1.12349,0.00103042
22,66,0,1.33811,0.00792996
22,66,1,1.07343,0
22,66,2,1.37556,0
22,66,3,1.07341,0
22,66,4,1,0
22,66,5,1.07342,0
22,66,6,1.55588,0
22,66,7,1.14635,0
22,66,8,1,0
22,66,9,1.14631,0
22,66,10,1.55588,0
22,66,11,2.65897,0
22,66,12,1,0
22,66,13,1.07341,0
22,66,14,1.64011,0.00151996
22,66,15,1.03182,0.000824932
22,67,0,1.42566,0.00998084
22,67,1,1.07343,0
22,67,2,1.37556,0
22,67,3,1.07341,0
22,67,4,1,0
22,67,5,1.07342,0
22,67,6,1.55588,0
22,67,7,1.14635,0
22,67,8,1,0
22,67,9,1.14631,0
22,67,10,1.55588,0
22,67,11,2.65897,0
22,67,12,1,0
22,67,13,1.07341,0
22,67,14,1.02475,0.00501804
22,67,15,1.1648,0.000567874
22,68,0,1.34153,0.00799668
22,68,1,1.17591,0
22,68,2,1.55588,0
22,68,3,1.14633,0
22,68,4,1,0
22,68,5,1.14634,0
22,68,6,1.55588,0
22,68,7,1.14635,0
22,68,8,1,0
22,68,9,1.14631,0
22,68,10,1.55588,0
22,68,11,2.65898,0
22,68,12,1,0
22,68,13,1.07341,0
22,68,14,0.736946,0.00762888
22,68,15,1.06787,0.000258663
22,69,0,1.20406,0.00366294
22,69,1,2.37878,0
22,69,2,1.37556,0
22,69,3,1.07341,0
22,69,4,1,0
22,69,5,1.07342,0
22,69,6,1.55588,0
22,69,7,1.14635,0
22,69,8,1,0
22,69,9,1.14631,0
22,69,10,1.55588,0
22,69,11,2.65898,0
22,69,12,1,0
22,69,13,1.14633,0
22,69,14,0.944442,0.00654172
22,69,15,1.09518,0.000232056
22,70,0,1.04575,1.49012e-06
22,70,1,2.65898,0
22,70,2,1.37556,0
22,70,3,1.07341,0
22,70,4,1,0
22,70,5,1.07343,0
22,70,6,1.55588,0
22,70,7,1.14635,0
22,70,8,1,0
22,70,9,1.14631,0
22,70,10,1.55588,0
22,70,11,2.65898,0
22,70,12,1,0
22,70,13,1.07341,0
22,70,14,1.22454,0.00390128
22,70,15,1.0823,0.00047969
22,71,0,1,0
22,71,1,2.65898,0
22,71,2,1.37556,0
22,71,3,1.07341,0
22,71,4,1,0
22,71,5,1.07343,0
22,71,6,1.55588,0
22,71,7,1.14635,0
22,71,8,1,0
22,71,9,1.14632,0
22,71,10,1.55588,0
22,71,11,2.65898,0
22,71,12,1,0
22,71,13,1.07341,0
22,71,14,1.31155,0.00169532
22,71,15,1.05021,0.000922294
22,72,0,1,0
22,72,1,2.65898,0
22,72,2,1.55588,0
22,72,3,1.14633,0
22,72,4,1,0
22,72,5,1.14634,0
22,72,6,1.55588,0
22,72,7,1.14635,0
22,72,8,1,0
22,72,9,1.14631,0
22,72,10,1.55588,0
22,72,11,2.65898,0
22,72,12,1,0
22,72,13,1.07341,0
22,72,14,1.35431,0.000729507
22,72,15,1.05178,0.00105715
22,73,0,1,0
22,73,1,2.65898,0
22,73,2,1.37556,0
22,73,3,1.07341,0
22,73,4,1,0
22,73,5,1.07343,0
22,73,6,1.55588,0
22,73,7,1.14635,0
22,73,8,1,0
22,73,9,1.14632,0
22,73,10,1.55588,0
22,73,11,2.65898,0
22,73,12,1,0
22,73,13,1.14633,0
22,73,14,1.34746,0.000889228
22,73,15,1.15899,0.00104107
22,74,0,1,0
22,74,1,2.65898,0
22,74,2,1.37556,0
22,74,3,1.07341,0
22,74,4,1,0
22,74,5,1.07343,0
22,74,6,1.55588,0
22,74,7,1.14635,0
22,74,8,1,0
22,74,9,1.14635,0
22,74,10,1.55588,0
22,74,11,2.65898,0
22,74,12,1,0
22,74,13,1.07341,0
22,74,14,1.31026,0.00174012
22,74,15,1.05585,0.00357192
22,75,0,1,0
22,75,1,2.65898,0
22,75,2,1.37556,0
22,75,3,1.07341,0
22,75,4,1,0
22,75,5,1.07343,0
22,75,6,1.55588,0
22,75,7,1.14635,0
22,75,8,1,0
22,75,9,1.14635,0
22,75,10,1.55588,0
22,75,11,2.65898,0
22,75,12,1,0
22,75,13,1.07341,0
22,75,14,1.26585,0.00271232
22,75,15,1.62796,0.00702419
22,76,0,1,0
22,76,1,2.37878,0
22,76,2,1.55588,0
22,76,3,1.14634,0
22,76,4,1,0
22,76,5,1.14634,0
22,76,6,1.55588,0
22,76,7,1.14635,0
22,76,8,1,0
22,76,9,1.14635,0
22,76,10,1.55588,0
22,76,11,2.65898,0
22,76,12,1,0
22,76,13,1.07341,0
22,76,14,36.0625,0.00546916
22,76,15,1.02573,0.0039227
22,77,0,1,0
22,77,1,2.65898,0
22,77,2,1.37556,0
22,77,3,1.07343,0
22,77,4,1,0
22,77,5,1.07343,0
22,77,6,1.55588,0
22,77,7,1.14635,0
22,77,8,1,0
22,77,9,1.14635,0
22,77,10,1.55588,0
22,77,11,2.65898,0
22,77,12,1,0
22,77,13,1.14633,0
22,77,14,37.0076,0.006266
22,77,15,1.02694,0.00526056
22,78,0,1,0
22,78,1,2.65898,0
22,78,2,1.37556,0
22,78,3,1.07343,0
22,78,4,1,0
22,78,5,1.07343,0
22,78,6,1.55588,0
22,78,7,1.14635,0
22,78,8,1,0
22,78,9,1.14635,0
22,78,10,1.55588,0
22,78,11,2.65898,0
22,78,12,1.05409,0
22,78,13,1.07341,0
22,78,14,1.53065,0.00361852
22,78,15,19.9661,0.00604583
22,79,0,1,0
22,79,1,2.65898,0
22,79,2,1.37556,0
22,79,3,1.07343,0
22,79,4,1,0
22,79,5,1.07343,0
22,79,6,1.38591,0
22,79,7,1.14635,0
22,79,8,1,0
22,79,9,1.14635,0
22,79,10,1.55588,0
22,79,11,2.65898,0
22,79,12,1,0
22,79,13,1.07341,0
22,79,14,1.5375,0.0023081
22,79,15,18.5271,0.00524148
22,80,0,1,0
22,80,1,2.65898,0
22,80,2,1.55588,0
22,80,3,1.14634,0
22,80,4,1,0
22,80,5,1.14634,0
22,80,6,1.04279,0
22,80,7,1.14635,0
22,80,8,1,0
22,80,9,1.14635,0
22,80,10,1.55588,0
22,80,11,2.65898,0
22,80,12,1,0
22,80,13,1.07341,0
22,80,14,1.5427,0.0012335
22,80,15,1.01268,0.00196399
22,81,0,1,0
22,81,1,2.65898,0
22,81,2,1.37556,0
22,81,3,1.07343,0
22,81,4,1,0
22,81,5,1.07343,0
22,81,6,1.37556,0
22,81,7,1.14635,0
22,81,8,1,0
22,81,9,1.14635,0
22,81,10,1.55588,0
22,81,11,2.65898,0
22,81,12,1,0
22,81,13,1.14633,0
22,81,14,1.00662,0.000427365
22,81,15,1.21211,0.00338071
22,82,0,1,0
22,82,1,2.37878,0
22,82,2,1.37556,0
22,82,3,1.07343,0
22,82,4,1,0
22,82,5,1.07343,0
22,82,6,1.37556,0
22,82,7,1.14635,0
22,82,8,1,0
22,82,9,1.14635,0
22,82,10,1.55588,0
22,82,11,2.65898,0
22,82,12,1,0
22,82,13,1.07341,0
22,82,14,1.00219,4.28016e-05
22,82,15,1.39336,0.00827886
22,83,0,1,0
22,83,1,2.65898,0
22,83,2,1.37556,0
22,83,3,1.07343,0
22,83,4,1,0
22,83,5,1.07343,0
22,83,6,1.37556,0
22,83,7,1.14635,0
22,83,8,1,0
22,83,9,1.14635,0
22,83,10,1.55588,0
22,83,11,2.65898,0
22,83,12,1,0
22,83,13,1.07341,0
22,83,14,1.37728,0.000137838
22,83,15,1.56626,0.00967957
22,84,0,1,0
22,84,1,2.65898,0
22,84,2,1.55588,0
22,84,3,1.14634,0
22,84,4,1,0
22,84,5,1.14634,0
22,84,6,1.55588,0
22,84,7,1.14635,0
22,84,8,1,0
22,84,9,1.14635,0
22,84,10,1.55588,0
22,84,11,2.65898,0
22,84,12,1,0
22,84,13,1.07341,0
22,84,14,0.995767,0.000285024
22,84,15,1.3555,0.00753705
22,85,0,1,0
22,85,1,2.65898,0
22,85,2,1.37556,0
22,85,3,1.07343,0
22,85,4,1,0
22,85,5,1.07343,0
22,85,6,1.37556,0
22,85,7,1.14635,0
22,85,8,1,0
22,85,9,1.14635,0
22,85,10,1.55588,0
22,85,11,2.65898,0
22,85,12,1,0
22,85,13,1.14633,0
22,85,14,0.978973,0.000977144
22,85,15,1.22277,0.00403388
22,86,0,1,0
22,86,1,2.65898,0
22,86,2,1.37556,0
22,86,3,1.07343,0
22,86,4,1,0
22,86,5,1.07343,0
22,86,6,1.37556,0
22,86,7,1.14635,0
22,86,8,1,0
22,86,9,1.14635,0
22,86,10,1.55588,0
22,86,11,2.65898,0
22,86,12,1,0
22,86,13,1.07341,0
22,86,14,0.966308,0.00140881
22,86,15,1.12657,0.00144972
22,87,0,1,0
22,87,1,2.65898,0
22,87,2,1.37556,0
22,87,3,1.07343,0
22,87,4,1,0
22,87,5,1.07343,0
22,87,6,1.37556,0
22,87,7,1.14635,0
22,87,8,1,0
22,87,9,1.14635,0
22,87,10,1.55588,0
22,87,11,2.65898,0
22,87,12,1,0
22,87,13,1.07374,5.126e-06
22,87,14,0.970527,0.00122379
22,87,15,1.0835,0.000284186
22,88,0,1,0
22,88,1,2.37878,0
22,88,2,1.55588,0
22,88,3,1.14634,0
22,88,4,1,0
22,88,5,1.14634,0
22,88,6,1.55588,0
22,88,7,1.14635,0
22,88,8,1,0
22,88,9,1.14635,0
22,88,10,1.55588,0
22,88,11,2.65898,0
22,88,12,1,0
22,88,13,1.07586,5.75704e-05
22,88,14,1.3651,0.000574902
22,88,15,1.07399,1.53234e-05
22,89,0,1,0
22,89,1,2.65898,0
22,89,2,1.37556,0
22,89,3,1.07343,0
22,89,4,1,0
22,89,5,1.07343,0
22,89,6,1.37556,0
22,89,7,1.14635,0
22,89,8,1,0
22,89,9,1.14635,0
22,89,10,1.55588,0
22,89,11,2.65898,0
22,89,12,1,0
22,89,13,1.17815,0.000316817
22,89,14,1.00127,1.29192e-05
22,89,15,1.0734,6.32203e-08
22,90,0,1,0
22,90,1,2.65898,0
22,90,2,1.37556,0
22,90,3,1.07343,0
22,90,4,1,0
22,90,5,1.07343,0
22,90,6,1.37556,0
22,90,7,1.14635,0
22,90,8,1,0
22,90,9,1.14635,0
22,90,10,1.55588,0
22,90,11,2.65898,0
22,90,12,1,0
22,90,13,1.21105,0.00117064
22,90,14,1.01922,0.000113877
22,90,15,1.07339,0
22,91,0,1,0
22,91,1,2.65898,0
22,91,2,1.37556,0
22,91,3,1.07343,0
22,91,4,1,0
22,91,5,1.07343,0
22,91,6,1.37556,0
22,91,7,1.14635,0
22,91,8,1,0
22,91,9,1.14635,0
22,91,10,1.55588,0
22,91,11,2.65898,0
22,91,12,1,0
22,91,13,1.21088,0.00323641
22,91,14,1.01288,0.000179906
